algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
ppo_clip_0p2,4,0,-573.1793485000001,94.08447819261956,0.10020804405212402
ppo_clip_0p2,4,10000,-517.4219532999999,126.68025924608894,4.0097339153289795
ppo_clip_0p2,4,20000,-395.1539261,84.01437048059395,9.62502908706665
ppo_clip_0p2,4,30000,-880.4343336,334.6596365744663,16.50938391685486
ppo_clip_0p2,4,40000,-2600.0865655,1579.2606964410702,23.705986976623535
ppo_clip_0p2,4,50000,-2082.9435835,742.9245296661998,31.42374014854431
ppo_clip_0p2,4,60000,-583.5477209000001,180.54014452835938,47.11323690414429
ppo_clip_0p2,4,70000,-628.9511196000001,215.55592231938593,59.59994578361511
ppo_clip_0p2,4,80000,-160.4002982,50.14811314611232,75.93984985351562
ppo_clip_0p2,4,90000,-70.7174349,26.16434777017513,93.60860586166382
ppo_clip_0p2,4,100000,-74.1642646,16.425659533727384,112.06186008453369
ppo_clip_0p2,4,110000,-23.067756399999997,68.75772876241761,126.28373384475708
ppo_clip_0p2,4,120000,132.84242209999996,98.14203510405811,138.02282094955444
ppo_clip_0p2,4,130000,159.67792930000002,66.27167782563303,147.5696668624878
ppo_clip_0p2,4,140000,127.69351239999999,93.10981456070331,157.90372395515442
ppo_clip_0p2,4,150000,51.356126100000004,88.64136079229706,173.35802102088928
ppo_clip_0p2,4,160000,143.2390858,113.80063644636654,182.76838397979736
ppo_clip_0p2,4,170000,106.61664579999999,128.7213475636886,190.36676907539368
ppo_clip_0p2,4,180000,194.82552589999997,81.86332228379935,198.42486786842346
ppo_clip_0p2,4,190000,166.2567764,111.92359103368315,206.356116771698
ppo_clip_0p2,4,200000,109.74161569999998,121.88064765211759,214.43385887145996
ppo_clip_0p2,4,200704,173.74032640000001,68.88975530008116,217.34508109092712
