algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
ppo,4,0,-573.1793485000001,94.08447819261956,0.09114813804626465
ppo,4,10000,-517.4219532999999,126.68025924608894,3.4955642223358154
ppo,4,20000,-395.1539261,84.01437048059395,8.022300004959106
ppo,4,30000,-880.4343336,334.6596365744663,14.08069896697998
ppo,4,40000,-2600.0865655,1579.2606964410702,20.25065302848816
ppo,4,50000,-2082.9435835,742.9245296661998,26.93223524093628
ppo,4,60000,-583.5477209000001,180.54014452835938,40.786298990249634
ppo,4,70000,-628.9511196000001,215.55592231938593,52.017964124679565
ppo,4,80000,-160.4002982,50.14811314611232,66.80614590644836
ppo,4,90000,-70.7174349,26.16434777017513,81.12842297554016
ppo,4,100000,-74.1642646,16.425659533727384,96.35203218460083
ppo,4,110000,-23.067756399999997,68.75772876241761,109.79732203483582
ppo,4,120000,132.84242209999996,98.14203510405811,120.21773290634155
ppo,4,130000,159.67792930000002,66.27167782563303,128.83731698989868
ppo,4,140000,127.69351239999999,93.10981456070331,137.6155080795288
ppo,4,150000,51.356126100000004,88.64136079229706,150.56448793411255
ppo,4,160000,143.2390858,113.80063644636654,158.93141889572144
ppo,4,170000,106.61664579999999,128.7213475636886,165.8936550617218
ppo,4,180000,194.82552589999997,81.86332228379935,172.67426705360413
ppo,4,190000,166.2567764,111.92359103368315,179.573912858963
ppo,4,200000,109.74161569999998,121.88064765211759,187.08222699165344
ppo,4,210000,135.0792136,109.07153846256493,193.84601402282715
ppo,4,220000,176.90644930000002,75.62333582230504,201.18617796897888
ppo,4,230000,119.5580788,137.81303149333846,207.5908329486847
ppo,4,240000,142.7250392,131.3165156904917,214.02501106262207
ppo,4,250000,185.5428267,108.28251302060426,220.41755509376526
ppo,4,260000,194.0237173,101.7227473937436,226.4160270690918
ppo,4,270000,243.16553699999994,14.515143825946613,232.37482404708862
ppo,4,280000,185.23124750000002,98.08609680731723,238.07851195335388
ppo,4,290000,233.3949811,34.26861046573593,244.07330322265625
ppo,4,300000,175.6003514,107.1054778560537,250.283753156662
ppo,4,300032,248.4374727,25.270961470556994,251.43258619308472
