algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
a2c,3,0,-870.7450039000001,689.7063540388797,0.21203899383544922
a2c,3,10000,-218.1857829,326.5999279357649,7.9533820152282715
a2c,3,20000,-324.6475398,462.9314808539768,15.17595386505127
a2c,3,30000,-86.1841594,135.39893243811923,20.385710954666138
a2c,3,40000,-80.7708462,117.51950825337246,25.75673508644104
a2c,3,50000,26.504022,137.3792850183958,31.084716796875
a2c,3,60000,-22.6639959,127.38995785367922,35.114404916763306
a2c,3,70000,21.892661100000005,83.19242253022047,38.873679876327515
a2c,3,80000,-57.2244783,62.80859582518315,42.29760384559631
a2c,3,90000,-65.18594929999999,50.96932028815807,45.45780801773071
a2c,3,100000,-77.5314976,106.63464696849036,50.667644023895264
a2c,3,110000,-11.736238500000002,20.494246472736943,54.74278998374939
a2c,3,120000,-49.9928515,91.76773556497758,58.5952091217041
a2c,3,130000,-219.63298920000003,222.85024578577574,64.90797901153564
a2c,3,140000,29.5558496,133.12737268806202,72.59659910202026
a2c,3,150000,177.31082869999997,93.79952597468154,81.42209601402283
a2c,3,160000,108.56602200000002,104.67104213393387,95.44297814369202
a2c,3,170000,181.91838439999998,100.53394496397208,106.2175681591034
a2c,3,180000,65.350996,123.09466469341572,112.45072793960571
a2c,3,190000,-35.8250375,171.2355476173978,125.20652604103088
a2c,3,200000,-21.461989799999998,160.53634222830837,137.43049597740173
a2c,3,210000,17.253154199999997,147.30143722542857,142.34160995483398
a2c,3,220000,42.7604854,134.38886926676935,146.74955296516418
a2c,3,230000,-56.11269130000001,60.57028144532653,150.4336268901825
a2c,3,240000,89.0016457,127.85720187623852,154.57225799560547
a2c,3,250000,115.5325609,93.47926845118312,165.12477016448975
a2c,3,260000,129.53290319999996,92.61107621950005,178.03873014450073
a2c,3,270000,35.3713038,155.1064070105086,190.60970878601074
a2c,3,280000,164.06871619999998,99.6861732767277,200.8470160961151
a2c,3,290000,164.53626719999997,101.46321281209372,207.5162079334259
a2c,3,300000,199.7371726,67.85234413772484,213.03607296943665
