algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
reinforce,3,0,-117.05560661477475,62.456763689030005,0.029635190963745117
reinforce,3,10000,-968.3791871465048,504.5993348410282,1.5671072006225586
reinforce,3,20000,-935.310330558494,291.54353503334994,3.1336052417755127
reinforce,3,30000,-419.3970155412574,143.8186407551927,4.737137317657471
reinforce,3,40000,-525.9227347877584,230.63397868169983,6.37440824508667
reinforce,3,50000,-858.0639229500086,214.62485998050548,8.007707118988037
reinforce,3,60000,-338.6884171566741,50.500177258666994,9.796548128128052
reinforce,3,70000,-266.58883538535656,61.23922767880415,11.524376153945923
reinforce,3,80000,-240.09153002235325,44.5955009003298,13.188919067382812
reinforce,3,90000,-317.2596518717897,83.49638319399544,15.033849239349365
reinforce,3,100000,-214.58527654606138,28.801299785080396,16.75324535369873
reinforce,3,110000,-183.15254991231433,39.08103544339324,18.55776834487915
reinforce,3,120000,-219.47278442349716,36.294208951060966,20.349709033966064
reinforce,3,130000,-97.50226519691697,15.573794939483296,22.3263680934906
reinforce,3,140000,-122.41921773755102,16.393485140067703,24.23882818222046
reinforce,3,150000,-144.45446349936267,25.689174846742425,26.107447147369385
reinforce,3,160000,-94.0315863983776,20.087329731375938,28.090967178344727
reinforce,3,170000,-74.33073491626888,16.752379069360547,29.982813358306885
reinforce,3,180000,-181.92412958735642,39.39150613109131,31.8511962890625
reinforce,3,190000,-181.87750189761232,30.986516874717385,33.51155924797058
reinforce,3,200000,-105.08776972307092,15.959172306706488,35.508026123046875
reinforce,3,210000,-91.06062820065173,19.277486992264652,37.361512184143066
reinforce,3,220000,-136.43244471713584,31.40773989036886,39.318015336990356
reinforce,3,230000,-135.667699420244,33.06118694978788,41.22271728515625
reinforce,3,240000,-114.76988930194906,26.461946550491206,43.077144145965576
reinforce,3,250000,-20.088544544084577,62.978737900300686,45.07139825820923
reinforce,3,260000,-53.45349739868152,82.51857843121341,46.944276332855225
reinforce,3,270000,-65.62481158291313,64.19461018906195,48.87393021583557
reinforce,3,280000,-10.850813507003869,114.53207662381497,50.73302340507507
reinforce,3,290000,-75.08539545255118,17.69003060039709,52.694024324417114
reinforce,3,300000,-69.42308876281976,14.850761452217599,54.64076805114746
