algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
a2c,4,0,-573.1793485000001,94.08447819261956,0.08996200561523438
a2c,4,10000,-1106.764118,637.5978766976353,8.801992177963257
a2c,4,20000,58.4746698,109.83867659043075,14.674000024795532
a2c,4,30000,22.426165400000002,118.9450782424801,20.303442001342773
a2c,4,40000,48.3952268,149.60655363969875,25.109421014785767
a2c,4,50000,74.71455210000002,124.67612058941243,29.637925148010254
a2c,4,60000,-50.092946399999995,17.34045259435687,33.37480282783508
a2c,4,70000,-208.67768939999996,92.65149094215535,49.087449073791504
a2c,4,80000,-98.93506089999998,135.0000850066902,61.03632712364197
a2c,4,90000,23.923543599999995,84.35357379775132,66.08719086647034
a2c,4,100000,20.1125774,28.837176145614162,69.54952502250671
a2c,4,110000,-57.0837321,47.295372761414086,72.89161014556885
a2c,4,120000,-35.6272806,187.65879606618898,80.75329804420471
a2c,4,130000,57.307854299999995,108.77124482138692,86.54861617088318
a2c,4,140000,72.94038719999999,112.65169832532327,90.7069160938263
a2c,4,150000,28.699563,123.1043521908671,104.20542883872986
a2c,4,160000,-173.1150592,90.37697418856129,121.10511088371277
a2c,4,170000,35.1472466,159.1372033488512,134.3983678817749
a2c,4,180000,101.5227841,153.963366771947,140.61733078956604
a2c,4,190000,-70.08225970000001,40.14653403755847,143.88225507736206
a2c,4,200000,-23.795921600000003,30.28496227210955,147.04990100860596
a2c,4,210000,-43.4678799,43.595598720747226,150.30561709403992
a2c,4,220000,91.46367479999999,140.30058154563844,154.9035189151764
a2c,4,230000,-95.59839980000001,19.04391154913105,171.3904459476471
a2c,4,240000,-31.6289512,92.53665407030633,188.75786209106445
a2c,4,250000,-42.149244800000005,114.7906340358926,204.57313299179077
a2c,4,260000,-67.9926081,10.583828373633658,222.88782691955566
a2c,4,270000,-85.82759759999999,23.150566525499826,242.40928506851196
a2c,4,280000,-75.17334620000001,15.60074050778732,260.17896485328674
a2c,4,290000,-54.9539194,22.66373787534513,276.831955909729
a2c,4,300000,72.26017759999999,114.14930899711645,291.34916496276855
