algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
ppo_lr_1em4,4,0,-573.1793485000001,94.08447819261956,0.09628009796142578
ppo_lr_1em4,4,10000,-1115.5884862999999,625.35038643633,4.4011170864105225
ppo_lr_1em4,4,20000,-1164.8509649,516.071205134148,8.997735977172852
ppo_lr_1em4,4,30000,-969.4341761,338.70446376429976,14.147435188293457
ppo_lr_1em4,4,40000,-2142.2602303,920.5883984756658,19.584007024765015
ppo_lr_1em4,4,50000,-1950.7157006000002,769.0723020772676,25.622531175613403
ppo_lr_1em4,4,60000,-3116.6863622,2573.0263258142513,33.318554162979126
ppo_lr_1em4,4,70000,-757.4799604,351.1433183443658,40.845125913619995
ppo_lr_1em4,4,80000,-451.63191340000003,142.47026179870355,51.02464699745178
ppo_lr_1em4,4,90000,-404.1656422,108.46269043846522,64.82725620269775
ppo_lr_1em4,4,100000,-431.7187298,90.83929757592901,81.34842801094055
ppo_lr_1em4,4,110000,-322.49614460000004,19.94731240371823,98.9265558719635
ppo_lr_1em4,4,120000,-140.0352846,28.98851545046828,119.12741208076477
ppo_lr_1em4,4,130000,-84.05170140000001,27.395252790913883,136.11181330680847
ppo_lr_1em4,4,140000,-54.14339160000001,32.333519007977124,154.32148098945618
ppo_lr_1em4,4,150000,-16.696114,89.98518987759329,169.37528610229492
ppo_lr_1em4,4,160000,111.60237510000002,105.41423326859291,181.14132618904114
ppo_lr_1em4,4,170000,31.556860000000007,119.22943100990202,193.8513810634613
ppo_lr_1em4,4,180000,89.4590714,92.47004087131049,205.5472068786621
ppo_lr_1em4,4,190000,30.839908,66.79976447950558,219.9097261428833
ppo_lr_1em4,4,200000,24.1792699,111.96318519038849,230.09071493148804
ppo_lr_1em4,4,200704,64.0100411,118.19899639927749,234.80855703353882
