algo,seed,train_step,eval_mean_return,eval_std_return,wall_time_sec
ppo_lr_1em4,1,0,-921.6664467,617.3417024790323,0.2703578472137451
ppo_lr_1em4,1,10000,-216.44943440000003,200.57809444593556,3.327824831008911
ppo_lr_1em4,1,20000,-1271.7107790000002,259.3266313898357,6.980431795120239
ppo_lr_1em4,1,30000,-1951.2445215,973.4192924927501,11.023438930511475
ppo_lr_1em4,1,40000,-2606.6551929,1025.5925081128476,17.458537817001343
ppo_lr_1em4,1,50000,-2675.2437824,2314.4375037359796,25.11632204055786
ppo_lr_1em4,1,60000,-2132.1198329000003,1157.4657361629568,33.910351037979126
ppo_lr_1em4,1,70000,-677.7785155,187.90488691154454,41.87813091278076
ppo_lr_1em4,1,80000,-466.6665307,75.54747776257116,53.48956370353699
ppo_lr_1em4,1,90000,-454.3416417,140.43803324038672,63.6862518787384
ppo_lr_1em4,1,100000,-345.9428307,48.25319632602661,79.6483519077301
ppo_lr_1em4,1,110000,-220.60312209999998,24.6020168822196,97.69204187393188
ppo_lr_1em4,1,120000,-113.16096719999999,14.781441009543215,114.19811987876892
ppo_lr_1em4,1,130000,-130.2176234,34.31161947901955,128.57192397117615
ppo_lr_1em4,1,140000,-83.0841637,21.23435243292249,144.48716688156128
ppo_lr_1em4,1,150000,-116.782632,46.128821325615014,159.77275681495667
ppo_lr_1em4,1,160000,-148.0416415,23.162683136996726,175.1746289730072
ppo_lr_1em4,1,170000,-27.685556499999997,15.6098171877363,190.49982476234436
ppo_lr_1em4,1,180000,-71.9883383,22.26745754964792,207.91439580917358
ppo_lr_1em4,1,190000,79.3763671,85.00264989835287,220.46617007255554
ppo_lr_1em4,1,200000,154.68732310000001,31.094117635433996,233.13456678390503
ppo_lr_1em4,1,200704,100.94790980000002,68.61341825106513,241.711256980896
