variant,n_seeds,mean_return,std_return,ci_low,ci_high
lr_1em3,5,116.84250417999999,93.04366916916639,35.9360094,178.3368481349975
lr_1em4,5,2.5163236600000034,86.66113841840392,-64.9580213,69.18056243999999
lr_3em4,5,31.025535679999997,104.8270088941795,-45.38298956,120.90312887999998
